Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Quixeramobim,231140,CE,Nordeste,FIOCRUZ/ASTRAZENECA,10555,6548,4007
Quixeramobim,231140,CE,Nordeste,PFIZER/BIONTECH,250,232,18
Quixeramobim,231140,CE,Nordeste,JANSSEN,1,0,0
Quixeré,231150,CE,Nordeste,BUTANTAN/SINOVAC,3267,1648,1619
Quixeré,231150,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2936,1516,1420
Quixeré,231150,CE,Nordeste,PFIZER/BIONTECH,15,1,14
Quixeré,231150,CE,Nordeste,JANSSEN,1,0,0
Rafael Fernandes,241050,RN,Nordeste,FIOCRUZ/ASTRAZENECA,3486,1770,1716
Rafael Fernandes,241050,RN,Nordeste,PFIZER/BIONTECH,2911,2106,805
Rafael Fernandes,241050,RN,Nordeste,BUTANTAN/SINOVAC,2730,1377,1353
Rafael Fernandes,241050,RN,Nordeste,JANSSEN,130,0,0
Rafael Godeiro,241060,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1929,1051,878
Rafael Godeiro,241060,RN,Nordeste,BUTANTAN/SINOVAC,1343,671,672
Rafael Godeiro,241060,RN,Nordeste,PFIZER/BIONTECH,1064,678,386
Rafael Godeiro,241060,RN,Nordeste,JANSSEN,59,0,0
Rafael Jambeiro,292595,BA,Nordeste,FIOCRUZ/ASTRAZENECA,11562,6145,5417
Rafael Jambeiro,292595,BA,Nordeste,BUTANTAN/SINOVAC,8143,4277,3866
Rafael Jambeiro,292595,BA,Nordeste,PFIZER/BIONTECH,8067,5710,2357
Rafael Jambeiro,292595,BA,Nordeste,JANSSEN,261,0,0
Rafard,354210,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5726,3392,2334
Rafard,354210,SP,Sudeste,BUTANTAN/SINOVAC,4756,2420,2336
Rafard,354210,SP,Sudeste,PFIZER/BIONTECH,4153,1944,2209
Rafard,354210,SP,Sudeste,JANSSEN,269,0,0
Ramilândia,412125,PR,Sul,FIOCRUZ/ASTRAZENECA,2622,1418,1204
Ramilândia,412125,PR,Sul,BUTANTAN/SINOVAC,1472,809,663
Ramilândia,412125,PR,Sul,PFIZER/BIONTECH,1212,885,327
Ramilândia,412125,PR,Sul,JANSSEN,83,0,0
Rancharia,354220,SP,Sudeste,FIOCRUZ/ASTRAZENECA,18983,9661,9322
Rancharia,354220,SP,Sudeste,BUTANTAN/SINOVAC,17633,8806,8827
Rancharia,354220,SP,Sudeste,PFIZER/BIONTECH,11165,5882,5283
Rancharia,354220,SP,Sudeste,JANSSEN,724,0,0
Rancho Alegre,412130,PR,Sul,FIOCRUZ/ASTRAZENECA,2863,1445,1418
Rancho Alegre,412130,PR,Sul,BUTANTAN/SINOVAC,1557,793,764
Rancho Alegre,412130,PR,Sul,PFIZER/BIONTECH,1096,712,384
Rancho Alegre,412130,PR,Sul,JANSSEN,96,0,0
Rancho Alegre D'Oeste,412135,PR,Sul,FIOCRUZ/ASTRAZENECA,2371,1269,1102
Rancho Alegre D'Oeste,412135,PR,Sul,BUTANTAN/SINOVAC,851,428,423
Rancho Alegre D'Oeste,412135,PR,Sul,PFIZER/BIONTECH,345,192,153
Rancho Alegre D'Oeste,412135,PR,Sul,JANSSEN,60,0,0
Rancho Queimado,421430,SC,Sul,FIOCRUZ/ASTRAZENECA,2146,1144,1002
Rancho Queimado,421430,SC,Sul,PFIZER/BIONTECH,1793,1055,738
Rancho Queimado,421430,SC,Sul,BUTANTAN/SINOVAC,1513,801,712
Rancho Queimado,421430,SC,Sul,JANSSEN,99,0,0
Raposa,210945,MA,Nordeste,FIOCRUZ/ASTRAZENECA,23913,13068,10845
Raposa,210945,MA,Nordeste,PFIZER/BIONTECH,9194,6429,2765
Raposa,210945,MA,Nordeste,BUTANTAN/SINOVAC,3315,1712,1603
Raposa,210945,MA,Nordeste,JANSSEN,420,0,0
Raposos,315390,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8848,4886,3962
Raposos,315390,MG,Sudeste,PFIZER/BIONTECH,4698,3503,1195
Raposos,315390,MG,Sudeste,BUTANTAN/SINOVAC,3913,1759,2154
Raposos,315390,MG,Sudeste,JANSSEN,259,0,0
Raul Soares,315400,MG,Sudeste,FIOCRUZ/ASTRAZENECA,14994,7812,7182
Raul Soares,315400,MG,Sudeste,BUTANTAN/SINOVAC,9394,4815,4579
Raul Soares,315400,MG,Sudeste,PFIZER/BIONTECH,8004,5996,2008
Raul Soares,315400,MG,Sudeste,JANSSEN,341,0,0
Realeza,412140,PR,Sul,FIOCRUZ/ASTRAZENECA,10127,5138,4989
Realeza,412140,PR,Sul,PFIZER/BIONTECH,7707,4854,2853
Realeza,412140,PR,Sul,BUTANTAN/SINOVAC,7151,3713,3438
Realeza,412140,PR,Sul,JANSSEN,355,0,0
Rebouças,412150,PR,Sul,FIOCRUZ/ASTRAZENECA,8656,4410,4246
Rebouças,412150,PR,Sul,PFIZER/BIONTECH,7462,4599,2863
Rebouças,412150,PR,Sul,BUTANTAN/SINOVAC,5177,2618,2559
Rebouças,412150,PR,Sul,JANSSEN,270,0,0
Recife,261160,PE,Nordeste,FIOCRUZ/ASTRAZENECA,984023,524687,459336
Recife,261160,PE,Nordeste,BUTANTAN/SINOVAC,805574,436002,369572
Recife,261160,PE,Nordeste,PFIZER/BIONTECH,577647,385011,192636
Recife,261160,PE,Nordeste,JANSSEN,60332,60141,7
Recreio,315410,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6595,3398,3197
Recreio,315410,MG,Sudeste,BUTANTAN/SINOVAC,3859,1974,1885
Recreio,315410,MG,Sudeste,PFIZER/BIONTECH,3640,2385,1255
Recreio,315410,MG,Sudeste,JANSSEN,208,0,0
Recursolândia,171850,TO,Norte,FIOCRUZ/ASTRAZENECA,1944,1123,821
Recursolândia,171850,TO,Norte,BUTANTAN/SINOVAC,1133,605,528
Recursolândia,171850,TO,Norte,PFIZER/BIONTECH,532,524,8
Recursolândia,171850,TO,Norte,JANSSEN,100,0,0
Redenção,150613,PA,Norte,FIOCRUZ/ASTRAZENECA,42722,28504,14218
Redenção,150613,PA,Norte,BUTANTAN/SINOVAC,11438,6013,5425
Redenção,150613,PA,Norte,PFIZER/BIONTECH,10911,10602,309
Redenção,150613,PA,Norte,JANSSEN,5491,0,0
Redenção,231160,CE,Nordeste,BUTANTAN/SINOVAC,4219,2295,1924
Redenção,231160,CE,Nordeste,FIOCRUZ/ASTRAZENECA,3529,2000,1529
Redenção,231160,CE,Nordeste,PFIZER/BIONTECH,30,25,5
Redenção,231160,CE,Nordeste,JANSSEN,1,0,0
Redenção Da Serra,354230,SP,Sudeste,BUTANTAN/SINOVAC,2653,1316,1337
Redenção Da Serra,354230,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2462,1290,1172
Redenção Da Serra,354230,SP,Sudeste,PFIZER/BIONTECH,1598,860,738
Redenção Da Serra,354230,SP,Sudeste,JANSSEN,85,0,0
Redenção Do Gurguéia,220870,PI,Nordeste,FIOCRUZ/ASTRAZENECA,4572,2508,2064
Redenção Do Gurguéia,220870,PI,Nordeste,PFIZER/BIONTECH,3136,2064,1072
Redenção Do Gurguéia,220870,PI,Nordeste,BUTANTAN/SINOVAC,2407,1298,1109
Redenção Do Gurguéia,220870,PI,Nordeste,JANSSEN,140,0,0
Redentora,431540,RS,Sul,BUTANTAN/SINOVAC,5901,3130,2771
Redentora,431540,RS,Sul,FIOCRUZ/ASTRAZENECA,3893,2179,1714
Redentora,431540,RS,Sul,PFIZER/BIONTECH,2020,1288,732
Redentora,431540,RS,Sul,JANSSEN,221,0,0
Reduto,315415,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3072,1659,1413
Reduto,315415,MG,Sudeste,BUTANTAN/SINOVAC,2688,1492,1196
Reduto,315415,MG,Sudeste,PFIZER/BIONTECH,2260,1801,459
Reduto,315415,MG,Sudeste,JANSSEN,74,0,0
Regeneração,220880,PI,Nordeste,FIOCRUZ/ASTRAZENECA,8656,4627,4029
Regeneração,220880,PI,Nordeste,BUTANTAN/SINOVAC,5852,3127,2725
Regeneração,220880,PI,Nordeste,PFIZER/BIONTECH,4702,3689,1013
Regeneração,220880,PI,Nordeste,JANSSEN,300,0,0
Regente Feijó,354240,SP,Sudeste,FIOCRUZ/ASTRAZENECA,13302,6685,6617
Regente Feijó,354240,SP,Sudeste,BUTANTAN/SINOVAC,10833,5427,5406
Regente Feijó,354240,SP,Sudeste,PFIZER/BIONTECH,8016,4120,3896
Regente Feijó,354240,SP,Sudeste,JANSSEN,496,0,0
Reginópolis,354250,SP,Sudeste,BUTANTAN/SINOVAC,7434,3807,3627
Reginópolis,354250,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5844,3115,2729
Reginópolis,354250,SP,Sudeste,PFIZER/BIONTECH,3245,1506,1739
Reginópolis,354250,SP,Sudeste,JANSSEN,72,0,0
Registro,354260,SP,Sudeste,FIOCRUZ/ASTRAZENECA,38171,21155,17016
Registro,354260,SP,Sudeste,BUTANTAN/SINOVAC,29374,15083,14291
Registro,354260,SP,Sudeste,PFIZER/BIONTECH,14846,11116,3730
Registro,354260,SP,Sudeste,JANSSEN,1081,0,0
Relvado,431545,RS,Sul,FIOCRUZ/ASTRAZENECA,1277,647,630
Relvado,431545,RS,Sul,BUTANTAN/SINOVAC,1148,576,572
Relvado,431545,RS,Sul,PFIZER/BIONTECH,762,419,343
Relvado,431545,RS,Sul,JANSSEN,40,0,0
Remanso,292600,BA,Nordeste,FIOCRUZ/ASTRAZENECA,20404,11130,9274
Remanso,292600,BA,Nordeste,BUTANTAN/SINOVAC,18078,10857,7221
Remanso,292600,BA,Nordeste,PFIZER/BIONTECH,11703,8788,2915
Remanso,292600,BA,Nordeste,JANSSEN,450,0,0
Remígio,251270,PB,Nordeste,FIOCRUZ/ASTRAZENECA,8893,4650,4243
Remígio,251270,PB,Nordeste,BUTANTAN/SINOVAC,7607,3955,3652
Remígio,251270,PB,Nordeste,PFIZER/BIONTECH,7084,5055,2029
Remígio,251270,PB,Nordeste,JANSSEN,305,0,0
Renascença,412160,PR,Sul,FIOCRUZ/ASTRAZENECA,4454,2367,2087
Renascença,412160,PR,Sul,BUTANTAN/SINOVAC,2365,1211,1154
Renascença,412160,PR,Sul,PFIZER/BIONTECH,2335,1626,709
Renascença,412160,PR,Sul,JANSSEN,238,0,0
Reriutaba,231170,CE,Nordeste,FIOCRUZ/ASTRAZENECA,10492,5555,4937
Reriutaba,231170,CE,Nordeste,PFIZER/BIONTECH,8104,4671,3433
Reriutaba,231170,CE,Nordeste,BUTANTAN/SINOVAC,7584,3995,3589
Reriutaba,231170,CE,Nordeste,JANSSEN,435,0,0
Resende,330420,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,85212,45175,40037
Resende,330420,RJ,Sudeste,BUTANTAN/SINOVAC,50816,26507,24309
Resende,330420,RJ,Sudeste,PFIZER/BIONTECH,49946,36034,13912
Resende,330420,RJ,Sudeste,JANSSEN,2979,0,0
Resende Costa,315420,MG,Sudeste,FIOCRUZ/ASTRAZENECA,7267,3777,3490
Resende Costa,315420,MG,Sudeste,BUTANTAN/SINOVAC,4769,2420,2349
Resende Costa,315420,MG,Sudeste,PFIZER/BIONTECH,3892,2945,947
Resende Costa,315420,MG,Sudeste,JANSSEN,343,0,0
Reserva,412170,PR,Sul,FIOCRUZ/ASTRAZENECA,15433,8036,7397
Reserva,412170,PR,Sul,PFIZER/BIONTECH,10885,7106,3779
Reserva,412170,PR,Sul,BUTANTAN/SINOVAC,7331,3771,3560
Reserva,412170,PR,Sul,JANSSEN,945,0,0
Reserva Do Cabaçal,510715,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1875,999,876
Reserva Do Cabaçal,510715,MT,Centro-Oeste,BUTANTAN/SINOVAC,613,309,304
Reserva Do Cabaçal,510715,MT,Centro-Oeste,PFIZER/BIONTECH,425,292,133
Reserva Do Cabaçal,510715,MT,Centro-Oeste,JANSSEN,44,0,0
Reserva Do Iguaçu,412175,PR,Sul,FIOCRUZ/ASTRAZENECA,5082,2731,2351
Reserva Do Iguaçu,412175,PR,Sul,PFIZER/BIONTECH,2132,1528,604
Reserva Do Iguaçu,412175,PR,Sul,BUTANTAN/SINOVAC,1832,946,886
Reserva Do Iguaçu,412175,PR,Sul,JANSSEN,132,0,0
Resplendor,315430,MG,Sudeste,FIOCRUZ/ASTRAZENECA,9003,4710,4293
Resplendor,315430,MG,Sudeste,BUTANTAN/SINOVAC,6381,3200,3181
Resplendor,315430,MG,Sudeste,PFIZER/BIONTECH,5811,3831,1980
Resplendor,315430,MG,Sudeste,JANSSEN,904,0,0
Ressaquinha,315440,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3502,2053,1449
Ressaquinha,315440,MG,Sudeste,PFIZER/BIONTECH,1787,1020,767
Ressaquinha,315440,MG,Sudeste,BUTANTAN/SINOVAC,1580,850,730
Ressaquinha,315440,MG,Sudeste,JANSSEN,71,0,0
Restinga,354270,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4340,2118,2222
Restinga,354270,SP,Sudeste,BUTANTAN/SINOVAC,4240,2097,2143
Restinga,354270,SP,Sudeste,PFIZER/BIONTECH,3227,1615,1612
Restinga,354270,SP,Sudeste,JANSSEN,168,0,0
Restinga Seca,431550,RS,Sul,FIOCRUZ/ASTRAZENECA,11780,6166,5614
Restinga Seca,431550,RS,Sul,BUTANTAN/SINOVAC,5239,2714,2525
Restinga Seca,431550,RS,Sul,PFIZER/BIONTECH,5027,3127,1900
Restinga Seca,431550,RS,Sul,JANSSEN,355,0,0
Retirolândia,292610,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7901,4223,3678
Retirolândia,292610,BA,Nordeste,PFIZER/BIONTECH,5649,3582,2067
Retirolândia,292610,BA,Nordeste,BUTANTAN/SINOVAC,5097,2719,2378
Retirolândia,292610,BA,Nordeste,JANSSEN,158,0,0
Riachão,210950,MA,Nordeste,FIOCRUZ/ASTRAZENECA,12461,7896,4565
Riachão,210950,MA,Nordeste,BUTANTAN/SINOVAC,5030,2841,2189
Riachão,210950,MA,Nordeste,PFIZER/BIONTECH,3127,1847,1280
Riachão,210950,MA,Nordeste,JANSSEN,194,0,0
Riachão,251274,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1548,801,747
Riachão,251274,PB,Nordeste,BUTANTAN/SINOVAC,1390,708,682
Riachão,251274,PB,Nordeste,PFIZER/BIONTECH,1192,875,317
Riachão,251274,PB,Nordeste,JANSSEN,59,0,0
Riachão Das Neves,292620,BA,Nordeste,FIOCRUZ/ASTRAZENECA,12283,6860,5423
Riachão Das Neves,292620,BA,Nordeste,PFIZER/BIONTECH,7908,5791,2117
Riachão Das Neves,292620,BA,Nordeste,BUTANTAN/SINOVAC,7247,3939,3308
Riachão Das Neves,292620,BA,Nordeste,JANSSEN,257,0,0
Riachão Do Bacamarte,251275,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2677,1417,1260
Riachão Do Bacamarte,251275,PB,Nordeste,BUTANTAN/SINOVAC,1854,1011,843
Riachão Do Bacamarte,251275,PB,Nordeste,PFIZER/BIONTECH,1088,870,218
Riachão Do Bacamarte,251275,PB,Nordeste,JANSSEN,56,0,0
Riachão Do Dantas,280580,SE,Nordeste,FIOCRUZ/ASTRAZENECA,8667,4677,3990
Riachão Do Dantas,280580,SE,Nordeste,BUTANTAN/SINOVAC,7892,4195,3697
Riachão Do Dantas,280580,SE,Nordeste,PFIZER/BIONTECH,6575,4845,1730
Riachão Do Dantas,280580,SE,Nordeste,JANSSEN,185,0,0
Riachão Do Jacuípe,292630,BA,Nordeste,FIOCRUZ/ASTRAZENECA,17168,9007,8161
Riachão Do Jacuípe,292630,BA,Nordeste,BUTANTAN/SINOVAC,15044,7938,7106
Riachão Do Jacuípe,292630,BA,Nordeste,PFIZER/BIONTECH,13413,8871,4542
Riachão Do Jacuípe,292630,BA,Nordeste,JANSSEN,405,0,0
Riachão Do Poço,251276,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2137,1160,977
Riachão Do Poço,251276,PB,Nordeste,BUTANTAN/SINOVAC,1973,1037,936
Riachão Do Poço,251276,PB,Nordeste,PFIZER/BIONTECH,1663,1166,497
Riachão Do Poço,251276,PB,Nordeste,JANSSEN,70,0,0
Riachinho,171855,TO,Norte,FIOCRUZ/ASTRAZENECA,2653,1404,1249
Riachinho,171855,TO,Norte,BUTANTAN/SINOVAC,1529,809,720
Riachinho,171855,TO,Norte,PFIZER/BIONTECH,652,615,37
Riachinho,171855,TO,Norte,JANSSEN,60,0,0
Riachinho,315445,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3970,2176,1794
Riachinho,315445,MG,Sudeste,PFIZER/BIONTECH,2773,1855,918
Riachinho,315445,MG,Sudeste,BUTANTAN/SINOVAC,2530,1306,1224
Riachinho,315445,MG,Sudeste,JANSSEN,91,0,0
Riacho Da Cruz,241070,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1846,946,900
Riacho Da Cruz,241070,RN,Nordeste,BUTANTAN/SINOVAC,1700,841,859
Riacho Da Cruz,241070,RN,Nordeste,PFIZER/BIONTECH,1183,810,373
Riacho Da Cruz,241070,RN,Nordeste,JANSSEN,60,0,0
Riacho Das Almas,261170,PE,Nordeste,FIOCRUZ/ASTRAZENECA,11517,6013,5504
Riacho Das Almas,261170,PE,Nordeste,PFIZER/BIONTECH,8162,5615,2547
Riacho Das Almas,261170,PE,Nordeste,BUTANTAN/SINOVAC,8161,4177,3984
Riacho Das Almas,261170,PE,Nordeste,JANSSEN,124,0,0
Riacho De Santana,241080,RN,Nordeste,BUTANTAN/SINOVAC,282,202,80
Riacho De Santana,241080,RN,Nordeste,FIOCRUZ/ASTRAZENECA,177,177,0
Riacho De Santana,241080,RN,Nordeste,PFIZER/BIONTECH,1,1,0
Riacho De Santana,292640,BA,Nordeste,FIOCRUZ/ASTRAZENECA,18119,9899,8220
Riacho De Santana,292640,BA,Nordeste,PFIZER/BIONTECH,10744,7349,3395
Riacho De Santana,292640,BA,Nordeste,BUTANTAN/SINOVAC,9840,5061,4779
Riacho De Santana,292640,BA,Nordeste,JANSSEN,395,0,0
Riacho De Santo Antônio,251278,PB,Nordeste,BUTANTAN/SINOVAC,1018,544,474
Riacho De Santo Antônio,251278,PB,Nordeste,FIOCRUZ/ASTRAZENECA,834,461,373
Riacho De Santo Antônio,251278,PB,Nordeste,PFIZER/BIONTECH,760,594,166
Riacho De Santo Antônio,251278,PB,Nordeste,JANSSEN,40,0,0
Riacho Dos Cavalos,251280,PB,Nordeste,FIOCRUZ/ASTRAZENECA,4919,2487,2432
Riacho Dos Cavalos,251280,PB,Nordeste,BUTANTAN/SINOVAC,3559,1801,1758
Riacho Dos Cavalos,251280,PB,Nordeste,PFIZER/BIONTECH,3333,2295,1038
Riacho Dos Cavalos,251280,PB,Nordeste,JANSSEN,152,0,0
Riacho Dos Machados,315450,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5251,2913,2338
Riacho Dos Machados,315450,MG,Sudeste,PFIZER/BIONTECH,2646,1937,709
Riacho Dos Machados,315450,MG,Sudeste,BUTANTAN/SINOVAC,2334,1230,1104
Riacho Dos Machados,315450,MG,Sudeste,JANSSEN,66,0,0
Riacho Frio,220885,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2505,1326,1179
Riacho Frio,220885,PI,Nordeste,BUTANTAN/SINOVAC,1473,792,681
Riacho Frio,220885,PI,Nordeste,PFIZER/BIONTECH,1408,981,427
Riacho Frio,220885,PI,Nordeste,JANSSEN,70,0,0
Riachuelo,241090,RN,Nordeste,FIOCRUZ/ASTRAZENECA,5351,3364,1987
Riachuelo,241090,RN,Nordeste,PFIZER/BIONTECH,3789,3099,690
Riachuelo,241090,RN,Nordeste,BUTANTAN/SINOVAC,3311,1744,1567
Riachuelo,241090,RN,Nordeste,JANSSEN,344,0,0
Riachuelo,280590,SE,Nordeste,FIOCRUZ/ASTRAZENECA,5050,2675,2375
Riachuelo,280590,SE,Nordeste,BUTANTAN/SINOVAC,3705,2011,1694
Riachuelo,280590,SE,Nordeste,PFIZER/BIONTECH,2729,1966,763
Riachuelo,280590,SE,Nordeste,JANSSEN,100,0,0
Rialma,521860,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,8246,4389,3857
Rialma,521860,GO,Centro-Oeste,BUTANTAN/SINOVAC,3570,1934,1636
Rialma,521860,GO,Centro-Oeste,PFIZER/BIONTECH,3319,2518,801
Rialma,521860,GO,Centro-Oeste,JANSSEN,90,0,0
Rianápolis,521870,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3273,1704,1569
Rianápolis,521870,GO,Centro-Oeste,PFIZER/BIONTECH,1635,1140,495
Rianápolis,521870,GO,Centro-Oeste,BUTANTAN/SINOVAC,1431,757,674
Rianápolis,521870,GO,Centro-Oeste,JANSSEN,35,0,0
Ribamar Fiquene,210955,MA,Nordeste,FIOCRUZ/ASTRAZENECA,3466,1917,1549
Ribamar Fiquene,210955,MA,Nordeste,BUTANTAN/SINOVAC,2647,1422,1225
Ribamar Fiquene,210955,MA,Nordeste,PFIZER/BIONTECH,1621,1139,482
Ribamar Fiquene,210955,MA,Nordeste,JANSSEN,65,0,0
Ribas Do Rio Pardo,500710,MS,Centro-Oeste,PFIZER/BIONTECH,10942,5897,5045
Ribas Do Rio Pardo,500710,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,10581,5704,4877
Ribas Do Rio Pardo,500710,MS,Centro-Oeste,BUTANTAN/SINOVAC,7785,4181,3604
Ribas Do Rio Pardo,500710,MS,Centro-Oeste,JANSSEN,1282,0,0
Ribeira,354280,SP,Sudeste,BUTANTAN/SINOVAC,2038,1002,1036
Ribeira,354280,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1990,1063,927
Ribeira,354280,SP,Sudeste,PFIZER/BIONTECH,1400,766,634
Ribeira,354280,SP,Sudeste,JANSSEN,58,0,0
Ribeira Do Amparo,292650,BA,Nordeste,FIOCRUZ/ASTRAZENECA,8403,4510,3893
Ribeira Do Amparo,292650,BA,Nordeste,PFIZER/BIONTECH,5115,3815,1300
Ribeira Do Amparo,292650,BA,Nordeste,BUTANTAN/SINOVAC,4287,2288,1999
Ribeira Do Amparo,292650,BA,Nordeste,JANSSEN,174,0,0
Ribeira Do Piauí,220887,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2163,1130,1033
Ribeira Do Piauí,220887,PI,Nordeste,PFIZER/BIONTECH,2101,1326,775
Ribeira Do Piauí,220887,PI,Nordeste,BUTANTAN/SINOVAC,1340,689,651
Ribeira Do Piauí,220887,PI,Nordeste,JANSSEN,67,0,0
Ribeira Do Pombal,292660,BA,Nordeste,FIOCRUZ/ASTRAZENECA,28163,14669,13494
Ribeira Do Pombal,292660,BA,Nordeste,PFIZER/BIONTECH,22141,14852,7289
Ribeira Do Pombal,292660,BA,Nordeste,BUTANTAN/SINOVAC,21509,11665,9844
Ribeira Do Pombal,292660,BA,Nordeste,JANSSEN,621,0,0
Ribeirão,261180,PE,Nordeste,FIOCRUZ/ASTRAZENECA,21467,12980,8487
Ribeirão,261180,PE,Nordeste,PFIZER/BIONTECH,12443,7421,5022
Ribeirão,261180,PE,Nordeste,BUTANTAN/SINOVAC,11126,5927,5199
Ribeirão,261180,PE,Nordeste,JANSSEN,350,0,0
Ribeirão Bonito,354290,SP,Sudeste,FIOCRUZ/ASTRAZENECA,7170,3690,3480
Ribeirão Bonito,354290,SP,Sudeste,BUTANTAN/SINOVAC,6991,3461,3530
Ribeirão Bonito,354290,SP,Sudeste,PFIZER/BIONTECH,4510,2454,2056
Ribeirão Bonito,354290,SP,Sudeste,JANSSEN,329,0,0
Ribeirão Branco,354300,SP,Sudeste,BUTANTAN/SINOVAC,11774,5980,5794
Ribeirão Branco,354300,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8356,4328,4028
Ribeirão Branco,354300,SP,Sudeste,PFIZER/BIONTECH,7925,4241,3684
Ribeirão Branco,354300,SP,Sudeste,JANSSEN,382,0,0
Ribeirão Cascalheira,510718,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5526,3030,2496
Ribeirão Cascalheira,510718,MT,Centro-Oeste,PFIZER/BIONTECH,3566,2584,982
Ribeirão Cascalheira,510718,MT,Centro-Oeste,BUTANTAN/SINOVAC,2626,1351,1275
Ribeirão Cascalheira,510718,MT,Centro-Oeste,JANSSEN,184,0,0
Ribeirão Claro,412180,PR,Sul,FIOCRUZ/ASTRAZENECA,6484,3465,3019
Ribeirão Claro,412180,PR,Sul,BUTANTAN/SINOVAC,5518,2865,2653
Ribeirão Claro,412180,PR,Sul,PFIZER/BIONTECH,4283,2864,1419
Ribeirão Claro,412180,PR,Sul,JANSSEN,217,0,0
Ribeirão Corrente,354310,SP,Sudeste,BUTANTAN/SINOVAC,5047,2668,2379
Ribeirão Corrente,354310,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4635,2361,2274
Ribeirão Corrente,354310,SP,Sudeste,PFIZER/BIONTECH,3448,2172,1276
Ribeirão Corrente,354310,SP,Sudeste,JANSSEN,236,0,0
Ribeirão Das Neves,315460,MG,Sudeste,FIOCRUZ/ASTRAZENECA,130230,77175,53055
Ribeirão Das Neves,315460,MG,Sudeste,BUTANTAN/SINOVAC,99077,55634,43443
Ribeirão Das Neves,315460,MG,Sudeste,PFIZER/BIONTECH,76295,64110,12185
Ribeirão Das Neves,315460,MG,Sudeste,JANSSEN,9435,0,0
Ribeirão Do Largo,292665,BA,Nordeste,BUTANTAN/SINOVAC,1695,964,731
Ribeirão Do Largo,292665,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1583,1204,379
Ribeirão Do Largo,292665,BA,Nordeste,PFIZER/BIONTECH,473,327,146
Ribeirão Do Largo,292665,BA,Nordeste,JANSSEN,70,0,0
Ribeirão Do Pinhal,412190,PR,Sul,FIOCRUZ/ASTRAZENECA,8514,4483,4031
Ribeirão Do Pinhal,412190,PR,Sul,BUTANTAN/SINOVAC,4933,2595,2338
Ribeirão Do Pinhal,412190,PR,Sul,PFIZER/BIONTECH,4145,2907,1238
Ribeirão Do Pinhal,412190,PR,Sul,JANSSEN,210,0,0
Ribeirão Do Sul,354320,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2974,1517,1457
Ribeirão Do Sul,354320,SP,Sudeste,BUTANTAN/SINOVAC,2962,1482,1480
Ribeirão Do Sul,354320,SP,Sudeste,PFIZER/BIONTECH,1968,952,1016
Ribeirão Do Sul,354320,SP,Sudeste,JANSSEN,82,0,0
Ribeirão Dos Índios,354323,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1729,869,860
Ribeirão Dos Índios,354323,SP,Sudeste,BUTANTAN/SINOVAC,1309,634,675
Ribeirão Dos Índios,354323,SP,Sudeste,PFIZER/BIONTECH,691,337,354
Ribeirão Dos Índios,354323,SP,Sudeste,JANSSEN,44,0,0
Ribeirão Grande,354325,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6565,3072,3493
Ribeirão Grande,354325,SP,Sudeste,BUTANTAN/SINOVAC,6178,2798,3380
Ribeirão Grande,354325,SP,Sudeste,PFIZER/BIONTECH,4208,2053,2155
Ribeirão Grande,354325,SP,Sudeste,JANSSEN,229,0,0
Ribeirão Pires,354330,SP,Sudeste,FIOCRUZ/ASTRAZENECA,81507,43594,37913
Ribeirão Pires,354330,SP,Sudeste,BUTANTAN/SINOVAC,63366,31915,31451
Ribeirão Pires,354330,SP,Sudeste,PFIZER/BIONTECH,38961,20439,18522
Ribeirão Pires,354330,SP,Sudeste,JANSSEN,3412,0,0
