Municipio,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Iguaí,291350,BA,Nordeste,PFIZER/BIONTECH,388,388,0
Iguaí,291350,BA,Nordeste,JANSSEN,6,0,0
Iguape,352030,SP,Sudeste,FIOCRUZ/ASTRAZENECA,15302,9878,5424
Iguape,352030,SP,Sudeste,BUTANTAN/SINOVAC,13277,7855,5422
Iguape,352030,SP,Sudeste,PFIZER/BIONTECH,5116,4905,211
Iguape,352030,SP,Sudeste,JANSSEN,615,0,0
Iguaraçu,411000,PR,Sul,FIOCRUZ/ASTRAZENECA,2502,1752,750
Iguaraçu,411000,PR,Sul,BUTANTAN/SINOVAC,1225,721,504
Iguaraçu,411000,PR,Sul,PFIZER/BIONTECH,608,608,0
Iguaraçu,411000,PR,Sul,JANSSEN,107,0,0
Iguaracy,260690,PE,Nordeste,FIOCRUZ/ASTRAZENECA,6556,4129,2427
Iguaracy,260690,PE,Nordeste,BUTANTAN/SINOVAC,3279,1934,1345
Iguaracy,260690,PE,Nordeste,PFIZER/BIONTECH,2093,2006,87
Iguaracy,260690,PE,Nordeste,JANSSEN,59,0,0
Iguatama,313030,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4014,3015,999
Iguatama,313030,MG,Sudeste,BUTANTAN/SINOVAC,2605,1431,1174
Iguatama,313030,MG,Sudeste,PFIZER/BIONTECH,1149,1142,7
Iguatama,313030,MG,Sudeste,JANSSEN,229,0,0
Iguatemi,500430,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,8314,5227,3087
Iguatemi,500430,MS,Centro-Oeste,BUTANTAN/SINOVAC,4522,2352,2170
Iguatemi,500430,MS,Centro-Oeste,PFIZER/BIONTECH,2803,2301,502
Iguatemi,500430,MS,Centro-Oeste,JANSSEN,1090,0,0
Iguatu,230550,CE,Nordeste,BUTANTAN/SINOVAC,13235,8555,4680
Iguatu,230550,CE,Nordeste,FIOCRUZ/ASTRAZENECA,8870,5451,3419
Iguatu,230550,CE,Nordeste,PFIZER/BIONTECH,15,11,4
Iguatu,411005,PR,Sul,FIOCRUZ/ASTRAZENECA,1243,900,343
Iguatu,411005,PR,Sul,BUTANTAN/SINOVAC,768,419,349
Iguatu,411005,PR,Sul,PFIZER/BIONTECH,253,253,0
Iguatu,411005,PR,Sul,JANSSEN,46,0,0
Ijaci,313040,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2969,2195,774
Ijaci,313040,MG,Sudeste,BUTANTAN/SINOVAC,1628,892,736
Ijaci,313040,MG,Sudeste,PFIZER/BIONTECH,1066,1066,0
Ijaci,313040,MG,Sudeste,JANSSEN,134,0,0
Ijuí,431020,RS,Sul,FIOCRUZ/ASTRAZENECA,45768,27747,18021
Ijuí,431020,RS,Sul,BUTANTAN/SINOVAC,31242,16784,14458
Ijuí,431020,RS,Sul,PFIZER/BIONTECH,15695,14637,1058
Ijuí,431020,RS,Sul,JANSSEN,2612,0,0
Ilha Comprida,352042,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6875,4515,2360
Ilha Comprida,352042,SP,Sudeste,BUTANTAN/SINOVAC,5434,3007,2427
Ilha Comprida,352042,SP,Sudeste,PFIZER/BIONTECH,1269,1263,6
Ilha Comprida,352042,SP,Sudeste,JANSSEN,214,0,0
Ilha Das Flores,280270,SE,Nordeste,FIOCRUZ/ASTRAZENECA,3293,2204,1089
Ilha Das Flores,280270,SE,Nordeste,BUTANTAN/SINOVAC,2698,1641,1057
Ilha Das Flores,280270,SE,Nordeste,PFIZER/BIONTECH,1039,1012,27
Ilha Das Flores,280270,SE,Nordeste,JANSSEN,81,0,0
Ilha De Itamaracá,260760,PE,Nordeste,BUTANTAN/SINOVAC,7000,4788,2212
Ilha De Itamaracá,260760,PE,Nordeste,FIOCRUZ/ASTRAZENECA,5584,4724,860
Ilha De Itamaracá,260760,PE,Nordeste,PFIZER/BIONTECH,1381,1379,2
Ilha De Itamaracá,260760,PE,Nordeste,JANSSEN,153,0,0
Ilha Grande,220465,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3231,2325,906
Ilha Grande,220465,PI,Nordeste,BUTANTAN/SINOVAC,2251,1408,843
Ilha Grande,220465,PI,Nordeste,PFIZER/BIONTECH,1739,1738,1
Ilha Grande,220465,PI,Nordeste,JANSSEN,147,0,0
Ilha Solteira,352044,SP,Sudeste,FIOCRUZ/ASTRAZENECA,14793,9381,5412
Ilha Solteira,352044,SP,Sudeste,BUTANTAN/SINOVAC,13970,7612,6358
Ilha Solteira,352044,SP,Sudeste,PFIZER/BIONTECH,3435,3415,20
Ilha Solteira,352044,SP,Sudeste,JANSSEN,497,0,0
Ilhabela,352040,SP,Sudeste,BUTANTAN/SINOVAC,16841,9414,7427
Ilhabela,352040,SP,Sudeste,FIOCRUZ/ASTRAZENECA,15173,9392,5781
Ilhabela,352040,SP,Sudeste,PFIZER/BIONTECH,10658,10622,36
Ilhabela,352040,SP,Sudeste,JANSSEN,841,0,0
Ilhéus,291360,BA,Nordeste,FIOCRUZ/ASTRAZENECA,53705,42150,11555
Ilhéus,291360,BA,Nordeste,BUTANTAN/SINOVAC,38512,21600,16912
Ilhéus,291360,BA,Nordeste,PFIZER/BIONTECH,6103,6091,12
Ilhéus,291360,BA,Nordeste,JANSSEN,1644,0,0
Ilhota,420710,SC,Sul,FIOCRUZ/ASTRAZENECA,5037,3555,1482
Ilhota,420710,SC,Sul,BUTANTAN/SINOVAC,2922,1626,1296
Ilhota,420710,SC,Sul,PFIZER/BIONTECH,1799,1799,0
Ilhota,420710,SC,Sul,JANSSEN,439,0,0
Ilicínea,313050,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5178,3661,1517
Ilicínea,313050,MG,Sudeste,BUTANTAN/SINOVAC,3009,1661,1348
Ilicínea,313050,MG,Sudeste,PFIZER/BIONTECH,1776,1774,2
Ilicínea,313050,MG,Sudeste,JANSSEN,174,0,0
Ilópolis,431030,RS,Sul,FIOCRUZ/ASTRAZENECA,2112,1427,685
Ilópolis,431030,RS,Sul,BUTANTAN/SINOVAC,2037,1090,947
Ilópolis,431030,RS,Sul,PFIZER/BIONTECH,766,666,100
Ilópolis,431030,RS,Sul,JANSSEN,85,0,0
Imaculada,250670,PB,Nordeste,BUTANTAN/SINOVAC,3445,2043,1402
Imaculada,250670,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2813,2299,514
Imaculada,250670,PB,Nordeste,PFIZER/BIONTECH,1654,1653,1
Imaculada,250670,PB,Nordeste,JANSSEN,179,0,0
Imaruí,420720,SC,Sul,FIOCRUZ/ASTRAZENECA,6893,4466,2427
Imaruí,420720,SC,Sul,BUTANTAN/SINOVAC,3889,1988,1901
Imaruí,420720,SC,Sul,PFIZER/BIONTECH,1506,1498,8
Imaruí,420720,SC,Sul,JANSSEN,334,0,0
Imbaú,411007,PR,Sul,FIOCRUZ/ASTRAZENECA,5498,4302,1196
Imbaú,411007,PR,Sul,BUTANTAN/SINOVAC,3236,1703,1533
Imbaú,411007,PR,Sul,PFIZER/BIONTECH,1849,1844,5
Imbaú,411007,PR,Sul,JANSSEN,883,0,0
Imbé,431033,RS,Sul,FIOCRUZ/ASTRAZENECA,12043,7671,4372
Imbé,431033,RS,Sul,BUTANTAN/SINOVAC,11366,6764,4602
Imbé,431033,RS,Sul,PFIZER/BIONTECH,3500,3114,386
Imbé,431033,RS,Sul,JANSSEN,635,0,0
Imbé De Minas,313055,MG,Sudeste,BUTANTAN/SINOVAC,1495,755,740
Imbé De Minas,313055,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1459,1338,121
Imbé De Minas,313055,MG,Sudeste,PFIZER/BIONTECH,182,182,0
Imbé De Minas,313055,MG,Sudeste,JANSSEN,6,0,0
Imbituba,420730,SC,Sul,FIOCRUZ/ASTRAZENECA,21738,19548,2190
Imbituba,420730,SC,Sul,BUTANTAN/SINOVAC,12099,6977,5122
Imbituba,420730,SC,Sul,PFIZER/BIONTECH,4235,4234,1
Imbituba,420730,SC,Sul,JANSSEN,1372,0,0
Imbituva,411010,PR,Sul,FIOCRUZ/ASTRAZENECA,12031,8487,3544
Imbituva,411010,PR,Sul,BUTANTAN/SINOVAC,7882,4747,3135
Imbituva,411010,PR,Sul,PFIZER/BIONTECH,6353,6316,37
Imbituva,411010,PR,Sul,JANSSEN,721,0,0
Imbuia,420740,SC,Sul,FIOCRUZ/ASTRAZENECA,2985,1813,1172
Imbuia,420740,SC,Sul,BUTANTAN/SINOVAC,1817,1001,816
Imbuia,420740,SC,Sul,PFIZER/BIONTECH,1444,1441,3
Imbuia,420740,SC,Sul,JANSSEN,243,0,0
Imigrante,431036,RS,Sul,FIOCRUZ/ASTRAZENECA,1549,991,558
Imigrante,431036,RS,Sul,BUTANTAN/SINOVAC,1385,768,617
Imigrante,431036,RS,Sul,PFIZER/BIONTECH,558,524,34
Imigrante,431036,RS,Sul,JANSSEN,74,0,0
Imperatriz,210530,MA,Nordeste,FIOCRUZ/ASTRAZENECA,96598,63523,33075
Imperatriz,210530,MA,Nordeste,PFIZER/BIONTECH,63932,63072,860
Imperatriz,210530,MA,Nordeste,BUTANTAN/SINOVAC,55052,32692,22360
Imperatriz,210530,MA,Nordeste,JANSSEN,8157,0,0
Inácio Martins,411020,PR,Sul,FIOCRUZ/ASTRAZENECA,5459,3700,1759
Inácio Martins,411020,PR,Sul,BUTANTAN/SINOVAC,3127,1732,1395
Inácio Martins,411020,PR,Sul,PFIZER/BIONTECH,1793,1785,8
Inácio Martins,411020,PR,Sul,JANSSEN,241,0,0
Inaciolândia,520993,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3120,2110,1010
Inaciolândia,520993,GO,Centro-Oeste,BUTANTAN/SINOVAC,1497,876,621
Inaciolândia,520993,GO,Centro-Oeste,PFIZER/BIONTECH,818,808,10
Inaciolândia,520993,GO,Centro-Oeste,JANSSEN,43,0,0
Inajá,260700,PE,Nordeste,FIOCRUZ/ASTRAZENECA,6591,4357,2234
Inajá,260700,PE,Nordeste,BUTANTAN/SINOVAC,4702,2760,1942
Inajá,260700,PE,Nordeste,PFIZER/BIONTECH,2587,2442,145
Inajá,260700,PE,Nordeste,JANSSEN,160,0,0
Inajá,411030,PR,Sul,FIOCRUZ/ASTRAZENECA,1812,1078,734
Inajá,411030,PR,Sul,BUTANTAN/SINOVAC,1002,515,487
Inajá,411030,PR,Sul,PFIZER/BIONTECH,437,432,5
Inajá,411030,PR,Sul,JANSSEN,40,0,0
Inconfidentes,313060,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3550,2246,1304
Inconfidentes,313060,MG,Sudeste,BUTANTAN/SINOVAC,2354,1359,995
Inconfidentes,313060,MG,Sudeste,PFIZER/BIONTECH,1529,1509,20
Inconfidentes,313060,MG,Sudeste,JANSSEN,130,0,0
Indaiabira,313065,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2941,2235,706
Indaiabira,313065,MG,Sudeste,BUTANTAN/SINOVAC,2009,1051,958
Indaiabira,313065,MG,Sudeste,PFIZER/BIONTECH,909,908,1
Indaiabira,313065,MG,Sudeste,JANSSEN,84,0,0
Indaial,420750,SC,Sul,FIOCRUZ/ASTRAZENECA,26926,17528,9398
Indaial,420750,SC,Sul,BUTANTAN/SINOVAC,16083,8809,7274
Indaial,420750,SC,Sul,PFIZER/BIONTECH,13593,13545,48
Indaial,420750,SC,Sul,JANSSEN,2371,0,0
Indaiatuba,352050,SP,Sudeste,BUTANTAN/SINOVAC,129911,72800,57111
Indaiatuba,352050,SP,Sudeste,FIOCRUZ/ASTRAZENECA,122249,77476,44773
Indaiatuba,352050,SP,Sudeste,PFIZER/BIONTECH,44025,43946,79
Indaiatuba,352050,SP,Sudeste,JANSSEN,6787,0,0
Independência,230560,CE,Nordeste,BUTANTAN/SINOVAC,5266,2892,2374
Independência,230560,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4132,2432,1700
Independência,230560,CE,Nordeste,PFIZER/BIONTECH,2,2,0
Independência,431040,RS,Sul,FIOCRUZ/ASTRAZENECA,3607,2169,1438
Independência,431040,RS,Sul,BUTANTAN/SINOVAC,2424,1351,1073
Independência,431040,RS,Sul,PFIZER/BIONTECH,1201,1124,77
Independência,431040,RS,Sul,JANSSEN,138,0,0
Indiana,352060,SP,Sudeste,BUTANTAN/SINOVAC,2731,1471,1260
Indiana,352060,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2683,1572,1111
Indiana,352060,SP,Sudeste,PFIZER/BIONTECH,723,670,53
Indiana,352060,SP,Sudeste,JANSSEN,110,0,0
Indianópolis,313070,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2618,1834,784
Indianópolis,313070,MG,Sudeste,BUTANTAN/SINOVAC,2025,1188,837
Indianópolis,313070,MG,Sudeste,PFIZER/BIONTECH,1256,1256,0
Indianópolis,313070,MG,Sudeste,JANSSEN,134,0,0
Indianópolis,411040,PR,Sul,FIOCRUZ/ASTRAZENECA,2694,1715,979
Indianópolis,411040,PR,Sul,BUTANTAN/SINOVAC,1746,969,777
Indianópolis,411040,PR,Sul,PFIZER/BIONTECH,559,557,2
Indianópolis,411040,PR,Sul,JANSSEN,171,0,0
Indiaporã,352070,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2233,1421,812
Indiaporã,352070,SP,Sudeste,BUTANTAN/SINOVAC,2116,1065,1051
Indiaporã,352070,SP,Sudeste,PFIZER/BIONTECH,723,723,0
Indiaporã,352070,SP,Sudeste,JANSSEN,81,0,0
Indiara,520995,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,6751,4434,2317
Indiara,520995,GO,Centro-Oeste,BUTANTAN/SINOVAC,3484,2018,1466
Indiara,520995,GO,Centro-Oeste,PFIZER/BIONTECH,2908,2908,0
Indiara,520995,GO,Centro-Oeste,JANSSEN,298,0,0
Indiaroba,280280,SE,Nordeste,FIOCRUZ/ASTRAZENECA,4794,3815,979
Indiaroba,280280,SE,Nordeste,BUTANTAN/SINOVAC,4296,2538,1758
Indiaroba,280280,SE,Nordeste,PFIZER/BIONTECH,2378,2344,34
Indiaroba,280280,SE,Nordeste,JANSSEN,147,0,0
Indiavaí,510450,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1629,1110,519
Indiavaí,510450,MT,Centro-Oeste,BUTANTAN/SINOVAC,666,347,319
Indiavaí,510450,MT,Centro-Oeste,PFIZER/BIONTECH,192,187,5
Indiavaí,510450,MT,Centro-Oeste,JANSSEN,52,0,0
Ingá,250680,PB,Nordeste,FIOCRUZ/ASTRAZENECA,7852,5694,2158
Ingá,250680,PB,Nordeste,BUTANTAN/SINOVAC,6265,3433,2832
Ingá,250680,PB,Nordeste,PFIZER/BIONTECH,3028,3024,4
Ingá,250680,PB,Nordeste,JANSSEN,241,0,0
Ingaí,313080,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1336,852,484
Ingaí,313080,MG,Sudeste,BUTANTAN/SINOVAC,1056,612,444
Ingaí,313080,MG,Sudeste,PFIZER/BIONTECH,603,580,23
Ingaí,313080,MG,Sudeste,JANSSEN,61,0,0
Ingazeira,260710,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2562,1651,911
Ingazeira,260710,PE,Nordeste,BUTANTAN/SINOVAC,1491,806,685
Ingazeira,260710,PE,Nordeste,PFIZER/BIONTECH,1093,1027,66
Ingazeira,260710,PE,Nordeste,JANSSEN,49,0,0
Inhacorá,431041,RS,Sul,FIOCRUZ/ASTRAZENECA,1176,734,442
Inhacorá,431041,RS,Sul,BUTANTAN/SINOVAC,681,354,327
Inhacorá,431041,RS,Sul,PFIZER/BIONTECH,448,364,84
Inhacorá,431041,RS,Sul,JANSSEN,45,0,0
Inhambupe,291370,BA,Nordeste,FIOCRUZ/ASTRAZENECA,11413,8463,2950
Inhambupe,291370,BA,Nordeste,BUTANTAN/SINOVAC,6945,3937,3008
Inhambupe,291370,BA,Nordeste,PFIZER/BIONTECH,4024,4006,18
Inhambupe,291370,BA,Nordeste,JANSSEN,234,0,0
Inhangapi,150340,PA,Norte,BUTANTAN/SINOVAC,5244,2787,2457
Inhangapi,150340,PA,Norte,FIOCRUZ/ASTRAZENECA,3193,2611,582
Inhangapi,150340,PA,Norte,PFIZER/BIONTECH,659,658,1
Inhangapi,150340,PA,Norte,JANSSEN,252,0,0
Inhapi,270330,AL,Nordeste,FIOCRUZ/ASTRAZENECA,6441,4492,1949
Inhapi,270330,AL,Nordeste,BUTANTAN/SINOVAC,5888,3631,2257
Inhapi,270330,AL,Nordeste,JANSSEN,505,0,0
Inhapim,313090,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8112,6376,1736
Inhapim,313090,MG,Sudeste,BUTANTAN/SINOVAC,6284,3404,2880
Inhapim,313090,MG,Sudeste,PFIZER/BIONTECH,1806,1806,0
Inhapim,313090,MG,Sudeste,JANSSEN,365,0,0
Inhaúma,313100,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2248,1506,742
Inhaúma,313100,MG,Sudeste,BUTANTAN/SINOVAC,1523,850,673
Inhaúma,313100,MG,Sudeste,PFIZER/BIONTECH,711,711,0
Inhaúma,313100,MG,Sudeste,JANSSEN,104,0,0
Inhuma,220470,PI,Nordeste,FIOCRUZ/ASTRAZENECA,6472,4095,2377
Inhuma,220470,PI,Nordeste,BUTANTAN/SINOVAC,3710,2115,1595
Inhuma,220470,PI,Nordeste,PFIZER/BIONTECH,2121,2117,4
Inhuma,220470,PI,Nordeste,JANSSEN,265,0,0
Inhumas,521000,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,29088,17309,11779
Inhumas,521000,GO,Centro-Oeste,BUTANTAN/SINOVAC,15123,8121,7002
Inhumas,521000,GO,Centro-Oeste,PFIZER/BIONTECH,11615,10682,933
Inhumas,521000,GO,Centro-Oeste,JANSSEN,958,0,0
Inimutaba,313110,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2819,2012,807
Inimutaba,313110,MG,Sudeste,BUTANTAN/SINOVAC,2259,1268,991
Inimutaba,313110,MG,Sudeste,PFIZER/BIONTECH,1392,1392,0
Inimutaba,313110,MG,Sudeste,JANSSEN,116,0,0
Inocência,500440,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3978,2277,1701
Inocência,500440,MS,Centro-Oeste,BUTANTAN/SINOVAC,3500,2136,1364
Inocência,500440,MS,Centro-Oeste,PFIZER/BIONTECH,2088,1730,358
Inocência,500440,MS,Centro-Oeste,JANSSEN,408,0,0
Inúbia Paulista,352080,SP,Sudeste,BUTANTAN/SINOVAC,2001,1027,974
Inúbia Paulista,352080,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1863,1256,607
Inúbia Paulista,352080,SP,Sudeste,PFIZER/BIONTECH,581,580,1
Inúbia Paulista,352080,SP,Sudeste,JANSSEN,89,0,0
Iomerê,420757,SC,Sul,FIOCRUZ/ASTRAZENECA,1684,1011,673
Iomerê,420757,SC,Sul,BUTANTAN/SINOVAC,1235,648,587
Iomerê,420757,SC,Sul,PFIZER/BIONTECH,618,618,0
Iomerê,420757,SC,Sul,JANSSEN,97,0,0
Ipaba,313115,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6045,4577,1468
Ipaba,313115,MG,Sudeste,BUTANTAN/SINOVAC,3497,1840,1657
Ipaba,313115,MG,Sudeste,PFIZER/BIONTECH,1411,1367,44
Ipaba,313115,MG,Sudeste,JANSSEN,1316,0,0
Ipameri,521010,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,16133,9673,6460
Ipameri,521010,GO,Centro-Oeste,BUTANTAN/SINOVAC,7078,3850,3228
Ipameri,521010,GO,Centro-Oeste,PFIZER/BIONTECH,4196,4196,0
Ipameri,521010,GO,Centro-Oeste,JANSSEN,201,0,0
Ipanema,313120,MG,Sudeste,FIOCRUZ/ASTRAZENECA,7563,5366,2197
Ipanema,313120,MG,Sudeste,BUTANTAN/SINOVAC,6681,3795,2886
Ipanema,313120,MG,Sudeste,PFIZER/BIONTECH,3702,3701,1
Ipanema,313120,MG,Sudeste,JANSSEN,259,0,0
Ipanguaçu,240470,RN,Nordeste,FIOCRUZ/ASTRAZENECA,7464,4833,2631
Ipanguaçu,240470,RN,Nordeste,BUTANTAN/SINOVAC,3386,1805,1581
Ipanguaçu,240470,RN,Nordeste,PFIZER/BIONTECH,2446,2326,120
Ipanguaçu,240470,RN,Nordeste,JANSSEN,195,0,0
Ipaporanga,230565,CE,Nordeste,BUTANTAN/SINOVAC,2860,1486,1374
Ipaporanga,230565,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2135,1173,962
Ipaporanga,230565,CE,Nordeste,PFIZER/BIONTECH,157,105,52
Ipaporanga,230565,CE,Nordeste,JANSSEN,33,0,0
Ipatinga,313130,MG,Sudeste,FIOCRUZ/ASTRAZENECA,103716,82023,21693
Ipatinga,313130,MG,Sudeste,BUTANTAN/SINOVAC,69556,39701,29855
Ipatinga,313130,MG,Sudeste,PFIZER/BIONTECH,38826,38064,762
Ipatinga,313130,MG,Sudeste,JANSSEN,4401,0,0
Ipaumirim,230570,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2072,1816,256
Ipaumirim,230570,CE,Nordeste,BUTANTAN/SINOVAC,1932,1032,900
Ipaumirim,230570,CE,Nordeste,PFIZER/BIONTECH,187,187,0
Ipaussu,352090,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6910,4335,2575
Ipaussu,352090,SP,Sudeste,BUTANTAN/SINOVAC,6908,3767,3141
Ipaussu,352090,SP,Sudeste,PFIZER/BIONTECH,2307,2305,2
Ipaussu,352090,SP,Sudeste,JANSSEN,364,0,0
Ipê,431043,RS,Sul,FIOCRUZ/ASTRAZENECA,3978,2353,1625
Ipê,431043,RS,Sul,BUTANTAN/SINOVAC,2397,1286,1111
Ipê,431043,RS,Sul,PFIZER/BIONTECH,1309,1178,131
Ipê,431043,RS,Sul,JANSSEN,158,0,0
Ipecaetá,291380,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5140,3491,1649
Ipecaetá,291380,BA,Nordeste,BUTANTAN/SINOVAC,3778,1981,1797
Ipecaetá,291380,BA,Nordeste,PFIZER/BIONTECH,2707,2521,186
Ipecaetá,291380,BA,Nordeste,JANSSEN,173,0,0
Iperó,352100,SP,Sudeste,BUTANTAN/SINOVAC,14426,8938,5488
Iperó,352100,SP,Sudeste,FIOCRUZ/ASTRAZENECA,13400,9968,3432
Iperó,352100,SP,Sudeste,PFIZER/BIONTECH,5684,5673,11
Iperó,352100,SP,Sudeste,JANSSEN,977,0,0
Ipeúna,352110,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3272,1944,1328
Ipeúna,352110,SP,Sudeste,BUTANTAN/SINOVAC,3202,1852,1350
Ipeúna,352110,SP,Sudeste,PFIZER/BIONTECH,1018,1017,1
Ipeúna,352110,SP,Sudeste,JANSSEN,178,0,0
Ipiaçu,313140,MG,Sudeste,BUTANTAN/SINOVAC,1712,886,826
Ipiaçu,313140,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1543,1164,379
Ipiaçu,313140,MG,Sudeste,PFIZER/BIONTECH,661,660,1
Ipiaçu,313140,MG,Sudeste,JANSSEN,45,0,0
Ipiaú,291390,BA,Nordeste,FIOCRUZ/ASTRAZENECA,15808,11419,4389
Ipiaú,291390,BA,Nordeste,BUTANTAN/SINOVAC,11951,6868,5083
Ipiaú,291390,BA,Nordeste,PFIZER/BIONTECH,6707,6664,43
Ipiaú,291390,BA,Nordeste,JANSSEN,535,0,0
Ipiguá,352115,SP,Sudeste,BUTANTAN/SINOVAC,2836,1603,1233
Ipiguá,352115,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2605,1723,882
Ipiguá,352115,SP,Sudeste,PFIZER/BIONTECH,890,888,2
Ipiguá,352115,SP,Sudeste,JANSSEN,117,0,0
Ipira,420760,SC,Sul,FIOCRUZ/ASTRAZENECA,2381,1592,789
Ipira,420760,SC,Sul,BUTANTAN/SINOVAC,1773,968,805
Ipira,420760,SC,Sul,PFIZER/BIONTECH,742,742,0
Ipira,420760,SC,Sul,JANSSEN,148,0,0
Ipirá,291400,BA,Nordeste,FIOCRUZ/ASTRAZENECA,15201,12556,2645
Ipirá,291400,BA,Nordeste,BUTANTAN/SINOVAC,15108,9149,5959
Ipirá,291400,BA,Nordeste,PFIZER/BIONTECH,7335,7308,27
Ipirá,291400,BA,Nordeste,JANSSEN,629,0,0
Ipiranga,411050,PR,Sul,FIOCRUZ/ASTRAZENECA,6858,5287,1571
Ipiranga,411050,PR,Sul,BUTANTAN/SINOVAC,2538,1325,1213
Ipiranga,411050,PR,Sul,PFIZER/BIONTECH,1658,1617,41
Ipiranga,411050,PR,Sul,JANSSEN,414,0,0
Ipiranga De Goiás,521015,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1691,1257,434
Ipiranga De Goiás,521015,GO,Centro-Oeste,BUTANTAN/SINOVAC,800,438,362
Ipiranga De Goiás,521015,GO,Centro-Oeste,PFIZER/BIONTECH,481,379,102
Ipiranga De Goiás,521015,GO,Centro-Oeste,JANSSEN,23,0,0
Ipiranga Do Norte,510452,MT,Centro-Oeste,PFIZER/BIONTECH,1994,1993,1
Ipiranga Do Norte,510452,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1746,1135,611
Ipiranga Do Norte,510452,MT,Centro-Oeste,BUTANTAN/SINOVAC,1443,871,572
Ipiranga Do Norte,510452,MT,Centro-Oeste,JANSSEN,343,0,0
Ipiranga Do Piauí,220480,PI,Nordeste,FIOCRUZ/ASTRAZENECA,4215,2557,1658
Ipiranga Do Piauí,220480,PI,Nordeste,BUTANTAN/SINOVAC,2592,1595,997
Ipiranga Do Piauí,220480,PI,Nordeste,PFIZER/BIONTECH,1696,1694,2
Ipiranga Do Piauí,220480,PI,Nordeste,JANSSEN,123,0,0
Ipiranga Do Sul,431046,RS,Sul,FIOCRUZ/ASTRAZENECA,1234,730,504
Ipiranga Do Sul,431046,RS,Sul,BUTANTAN/SINOVAC,901,459,442
Ipiranga Do Sul,431046,RS,Sul,PFIZER/BIONTECH,353,313,40
Ipiranga Do Sul,431046,RS,Sul,JANSSEN,62,0,0
Ipixuna,130180,AM,Norte,FIOCRUZ/ASTRAZENECA,6916,5818,1098
Ipixuna,130180,AM,Norte,BUTANTAN/SINOVAC,3063,1752,1311
Ipixuna,130180,AM,Norte,JANSSEN,170,0,0
Ipixuna Do Pará,150345,PA,Norte,FIOCRUZ/ASTRAZENECA,14234,9269,4965
Ipixuna Do Pará,150345,PA,Norte,BUTANTAN/SINOVAC,4614,2843,1771
Ipixuna Do Pará,150345,PA,Norte,JANSSEN,795,0,0
Ipixuna Do Pará,150345,PA,Norte,PFIZER/BIONTECH,612,611,1
Ipojuca,260720,PE,Nordeste,FIOCRUZ/ASTRAZENECA,35666,26327,9339
Ipojuca,260720,PE,Nordeste,BUTANTAN/SINOVAC,20380,14545,5835
Ipojuca,260720,PE,Nordeste,PFIZER/BIONTECH,14057,13860,197
Ipojuca,260720,PE,Nordeste,JANSSEN,235,0,0
Iporá,521020,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,19446,11086,8360
Iporá,521020,GO,Centro-Oeste,BUTANTAN/SINOVAC,10822,5926,4896
Iporá,521020,GO,Centro-Oeste,PFIZER/BIONTECH,4765,4749,16
Iporá,521020,GO,Centro-Oeste,JANSSEN,193,0,0
Iporã,411060,PR,Sul,FIOCRUZ/ASTRAZENECA,6698,4466,2232
Iporã,411060,PR,Sul,BUTANTAN/SINOVAC,5208,2977,2231
Iporã,411060,PR,Sul,PFIZER/BIONTECH,2536,2533,3
Iporã,411060,PR,Sul,JANSSEN,320,0,0
