Municipio,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Cajuru,350940,SP,Sudeste,PFIZER/BIONTECH,4009,3856,153
Cajuru,350940,SP,Sudeste,JANSSEN,578,0,0
Calçado,260330,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3891,2775,1116
Calçado,260330,PE,Nordeste,BUTANTAN/SINOVAC,2470,1450,1020
Calçado,260330,PE,Nordeste,PFIZER/BIONTECH,1913,1852,61
Calçado,260330,PE,Nordeste,JANSSEN,113,0,0
Calçoene,160020,AP,Norte,FIOCRUZ/ASTRAZENECA,2559,1953,606
Calçoene,160020,AP,Norte,BUTANTAN/SINOVAC,2181,1258,923
Calçoene,160020,AP,Norte,PFIZER/BIONTECH,1251,1251,0
Calçoene,160020,AP,Norte,JANSSEN,90,0,0
Caldas,311030,MG,Sudeste,FIOCRUZ/ASTRAZENECA,7195,5201,1994
Caldas,311030,MG,Sudeste,BUTANTAN/SINOVAC,4480,2275,2205
Caldas,311030,MG,Sudeste,PFIZER/BIONTECH,2723,2723,0
Caldas,311030,MG,Sudeste,JANSSEN,298,0,0
Caldas Brandão,250380,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2502,1759,743
Caldas Brandão,250380,PB,Nordeste,BUTANTAN/SINOVAC,1984,1144,840
Caldas Brandão,250380,PB,Nordeste,PFIZER/BIONTECH,1217,1216,1
Caldas Brandão,250380,PB,Nordeste,JANSSEN,105,0,0
Caldas Novas,520450,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,45659,29907,15752
Caldas Novas,520450,GO,Centro-Oeste,PFIZER/BIONTECH,16128,16089,39
Caldas Novas,520450,GO,Centro-Oeste,BUTANTAN/SINOVAC,15982,9445,6537
Caldas Novas,520450,GO,Centro-Oeste,JANSSEN,2378,0,0
Caldazinha,520455,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2268,1359,909
Caldazinha,520455,GO,Centro-Oeste,BUTANTAN/SINOVAC,1284,706,578
Caldazinha,520455,GO,Centro-Oeste,PFIZER/BIONTECH,661,659,2
Caldazinha,520455,GO,Centro-Oeste,JANSSEN,30,0,0
Caldeirão Grande,290550,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5844,3668,2176
Caldeirão Grande,290550,BA,Nordeste,BUTANTAN/SINOVAC,3471,1908,1563
Caldeirão Grande,290550,BA,Nordeste,PFIZER/BIONTECH,2091,2084,7
Caldeirão Grande,290550,BA,Nordeste,JANSSEN,140,0,0
Caldeirão Grande Do Piauí,220209,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1906,1328,578
Caldeirão Grande Do Piauí,220209,PI,Nordeste,BUTANTAN/SINOVAC,1390,810,580
Caldeirão Grande Do Piauí,220209,PI,Nordeste,PFIZER/BIONTECH,809,809,0
Caldeirão Grande Do Piauí,220209,PI,Nordeste,JANSSEN,110,0,0
Califórnia,410350,PR,Sul,FIOCRUZ/ASTRAZENECA,5462,3557,1905
Califórnia,410350,PR,Sul,BUTANTAN/SINOVAC,2887,1511,1376
Califórnia,410350,PR,Sul,PFIZER/BIONTECH,1199,1198,1
Califórnia,410350,PR,Sul,JANSSEN,187,0,0
Calmon,420315,SC,Sul,FIOCRUZ/ASTRAZENECA,742,542,200
Calmon,420315,SC,Sul,BUTANTAN/SINOVAC,509,272,237
Calmon,420315,SC,Sul,JANSSEN,30,0,0
Calmon,420315,SC,Sul,PFIZER/BIONTECH,18,18,0
Calumbi,260340,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2681,1803,878
Calumbi,260340,PE,Nordeste,BUTANTAN/SINOVAC,1754,970,784
Calumbi,260340,PE,Nordeste,PFIZER/BIONTECH,1501,1443,58
Calumbi,260340,PE,Nordeste,JANSSEN,56,0,0
Camacan,290560,BA,Nordeste,FIOCRUZ/ASTRAZENECA,9747,6619,3128
Camacan,290560,BA,Nordeste,BUTANTAN/SINOVAC,4236,2809,1427
Camacan,290560,BA,Nordeste,PFIZER/BIONTECH,3568,3218,350
Camacan,290560,BA,Nordeste,JANSSEN,124,0,0
Camaçari,290570,BA,Nordeste,FIOCRUZ/ASTRAZENECA,74427,48785,25642
Camaçari,290570,BA,Nordeste,PFIZER/BIONTECH,63744,57873,5871
Camaçari,290570,BA,Nordeste,BUTANTAN/SINOVAC,55470,36909,18561
Camaçari,290570,BA,Nordeste,JANSSEN,12202,0,0
Camacho,311040,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1360,791,569
Camacho,311040,MG,Sudeste,BUTANTAN/SINOVAC,1094,608,486
Camacho,311040,MG,Sudeste,PFIZER/BIONTECH,730,704,26
Camacho,311040,MG,Sudeste,JANSSEN,39,0,0
Camalaú,250390,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2481,1644,837
Camalaú,250390,PB,Nordeste,BUTANTAN/SINOVAC,1995,1130,865
Camalaú,250390,PB,Nordeste,PFIZER/BIONTECH,1115,1115,0
Camalaú,250390,PB,Nordeste,JANSSEN,95,0,0
Camamu,290580,BA,Nordeste,FIOCRUZ/ASTRAZENECA,11363,8891,2472
Camamu,290580,BA,Nordeste,BUTANTAN/SINOVAC,5083,3031,2052
Camamu,290580,BA,Nordeste,PFIZER/BIONTECH,1839,1823,16
Camamu,290580,BA,Nordeste,JANSSEN,132,0,0
Camanducaia,311050,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5444,4858,586
Camanducaia,311050,MG,Sudeste,BUTANTAN/SINOVAC,4852,2585,2267
Camanducaia,311050,MG,Sudeste,PFIZER/BIONTECH,1201,1201,0
Camanducaia,311050,MG,Sudeste,JANSSEN,106,0,0
Camapuã,500260,MS,Centro-Oeste,BUTANTAN/SINOVAC,3600,1917,1683
Camapuã,500260,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2741,2486,255
Camapuã,500260,MS,Centro-Oeste,PFIZER/BIONTECH,603,595,8
Camapuã,500260,MS,Centro-Oeste,JANSSEN,1,0,0
Camaquã,430350,RS,Sul,FIOCRUZ/ASTRAZENECA,33625,21524,12101
Camaquã,430350,RS,Sul,BUTANTAN/SINOVAC,21754,11785,9969
Camaquã,430350,RS,Sul,PFIZER/BIONTECH,12654,11749,905
Camaquã,430350,RS,Sul,JANSSEN,1733,0,0
Camaragibe,260345,PE,Nordeste,FIOCRUZ/ASTRAZENECA,46990,35371,11619
Camaragibe,260345,PE,Nordeste,BUTANTAN/SINOVAC,31959,19073,12886
Camaragibe,260345,PE,Nordeste,PFIZER/BIONTECH,20075,19831,244
Camaragibe,260345,PE,Nordeste,JANSSEN,1237,0,0
Camargo,430355,RS,Sul,FIOCRUZ/ASTRAZENECA,1309,818,491
Camargo,430355,RS,Sul,BUTANTAN/SINOVAC,1244,726,518
Camargo,430355,RS,Sul,PFIZER/BIONTECH,637,599,38
Camargo,430355,RS,Sul,JANSSEN,60,0,0
Cambará,410360,PR,Sul,FIOCRUZ/ASTRAZENECA,11421,7974,3447
Cambará,410360,PR,Sul,BUTANTAN/SINOVAC,7614,4128,3486
Cambará,410360,PR,Sul,PFIZER/BIONTECH,4172,4172,0
Cambará,410360,PR,Sul,JANSSEN,865,0,0
Cambará Do Sul,430360,RS,Sul,FIOCRUZ/ASTRAZENECA,2406,1912,494
Cambará Do Sul,430360,RS,Sul,BUTANTAN/SINOVAC,2276,1303,973
Cambará Do Sul,430360,RS,Sul,PFIZER/BIONTECH,857,835,22
Cambará Do Sul,430360,RS,Sul,JANSSEN,156,0,0
Cambé,410370,PR,Sul,FIOCRUZ/ASTRAZENECA,41902,31696,10206
Cambé,410370,PR,Sul,BUTANTAN/SINOVAC,25002,14290,10712
Cambé,410370,PR,Sul,PFIZER/BIONTECH,14135,14121,14
Cambé,410370,PR,Sul,JANSSEN,3514,0,0
Cambira,410380,PR,Sul,FIOCRUZ/ASTRAZENECA,3779,2607,1172
Cambira,410380,PR,Sul,BUTANTAN/SINOVAC,2705,1509,1196
Cambira,410380,PR,Sul,PFIZER/BIONTECH,1273,1269,4
Cambira,410380,PR,Sul,JANSSEN,254,0,0
Camboriú,420320,SC,Sul,FIOCRUZ/ASTRAZENECA,29990,22534,7456
Camboriú,420320,SC,Sul,BUTANTAN/SINOVAC,18037,10476,7561
Camboriú,420320,SC,Sul,PFIZER/BIONTECH,17792,17765,27
Camboriú,420320,SC,Sul,JANSSEN,2899,0,0
Cambuci,330090,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,9188,5732,3456
Cambuci,330090,RJ,Sudeste,BUTANTAN/SINOVAC,5217,2714,2503
Cambuci,330090,RJ,Sudeste,PFIZER/BIONTECH,2342,2339,3
Cambuci,330090,RJ,Sudeste,JANSSEN,352,0,0
Cambuí,311060,MG,Sudeste,FIOCRUZ/ASTRAZENECA,13004,9227,3777
Cambuí,311060,MG,Sudeste,BUTANTAN/SINOVAC,9581,5581,4000
Cambuí,311060,MG,Sudeste,PFIZER/BIONTECH,5100,5094,6
Cambuí,311060,MG,Sudeste,JANSSEN,284,0,0
Cambuquira,311070,MG,Sudeste,FIOCRUZ/ASTRAZENECA,7643,5081,2562
Cambuquira,311070,MG,Sudeste,BUTANTAN/SINOVAC,3637,1950,1687
Cambuquira,311070,MG,Sudeste,PFIZER/BIONTECH,1176,1171,5
Cambuquira,311070,MG,Sudeste,JANSSEN,181,0,0
Cametá,150210,PA,Norte,FIOCRUZ/ASTRAZENECA,45508,33198,12310
Cametá,150210,PA,Norte,BUTANTAN/SINOVAC,14016,7603,6413
Cametá,150210,PA,Norte,JANSSEN,4066,0,0
Cametá,150210,PA,Norte,PFIZER/BIONTECH,1,1,0
Camocim,230260,CE,Nordeste,BUTANTAN/SINOVAC,5212,3862,1350
Camocim,230260,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4753,2857,1896
Camocim,230260,CE,Nordeste,PFIZER/BIONTECH,28,26,2
Camocim De São Félix,260350,PE,Nordeste,FIOCRUZ/ASTRAZENECA,7118,4202,2916
Camocim De São Félix,260350,PE,Nordeste,BUTANTAN/SINOVAC,4715,2767,1948
Camocim De São Félix,260350,PE,Nordeste,PFIZER/BIONTECH,3201,3057,144
Camocim De São Félix,260350,PE,Nordeste,JANSSEN,172,0,0
Campanário,311080,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1660,1308,352
Campanário,311080,MG,Sudeste,BUTANTAN/SINOVAC,1295,687,608
Campanário,311080,MG,Sudeste,PFIZER/BIONTECH,462,454,8
Campanário,311080,MG,Sudeste,JANSSEN,72,0,0
Campanha,311090,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8930,5675,3255
Campanha,311090,MG,Sudeste,BUTANTAN/SINOVAC,5188,2998,2190
Campanha,311090,MG,Sudeste,PFIZER/BIONTECH,2786,2781,5
Campanha,311090,MG,Sudeste,JANSSEN,224,0,0
Campestre,270135,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2228,1425,803
Campestre,270135,AL,Nordeste,BUTANTAN/SINOVAC,1916,1000,916
Campestre,270135,AL,Nordeste,PFIZER/BIONTECH,732,732,0
Campestre,270135,AL,Nordeste,JANSSEN,52,0,0
Campestre,311100,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8944,6535,2409
Campestre,311100,MG,Sudeste,BUTANTAN/SINOVAC,5993,3301,2692
Campestre,311100,MG,Sudeste,PFIZER/BIONTECH,2836,2821,15
Campestre,311100,MG,Sudeste,JANSSEN,427,0,0
Campestre Da Serra,430367,RS,Sul,FIOCRUZ/ASTRAZENECA,2190,1309,881
Campestre Da Serra,430367,RS,Sul,BUTANTAN/SINOVAC,1272,694,578
Campestre Da Serra,430367,RS,Sul,PFIZER/BIONTECH,528,494,34
Campestre Da Serra,430367,RS,Sul,JANSSEN,89,0,0
Campestre De Goiás,520460,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1674,1014,660
Campestre De Goiás,520460,GO,Centro-Oeste,BUTANTAN/SINOVAC,1154,667,487
Campestre De Goiás,520460,GO,Centro-Oeste,PFIZER/BIONTECH,936,936,0
Campestre De Goiás,520460,GO,Centro-Oeste,JANSSEN,77,0,0
Campestre Do Maranhão,210255,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4238,2990,1248
Campestre Do Maranhão,210255,MA,Nordeste,BUTANTAN/SINOVAC,2946,1702,1244
Campestre Do Maranhão,210255,MA,Nordeste,PFIZER/BIONTECH,888,888,0
Campestre Do Maranhão,210255,MA,Nordeste,JANSSEN,100,0,0
Campina Da Lagoa,410390,PR,Sul,FIOCRUZ/ASTRAZENECA,8137,5366,2771
Campina Da Lagoa,410390,PR,Sul,BUTANTAN/SINOVAC,4479,2523,1956
Campina Da Lagoa,410390,PR,Sul,PFIZER/BIONTECH,2159,2159,0
Campina Da Lagoa,410390,PR,Sul,JANSSEN,251,0,0
Campina Das Missões,430370,RS,Sul,FIOCRUZ/ASTRAZENECA,3292,1938,1354
Campina Das Missões,430370,RS,Sul,BUTANTAN/SINOVAC,2479,1267,1212
Campina Das Missões,430370,RS,Sul,PFIZER/BIONTECH,1309,1242,67
Campina Das Missões,430370,RS,Sul,JANSSEN,139,0,0
Campina Do Monte Alegre,350945,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3683,2062,1621
Campina Do Monte Alegre,350945,SP,Sudeste,BUTANTAN/SINOVAC,3447,1923,1524
Campina Do Monte Alegre,350945,SP,Sudeste,PFIZER/BIONTECH,1106,1103,3
Campina Do Monte Alegre,350945,SP,Sudeste,JANSSEN,141,0,0
Campina Do Simão,410395,PR,Sul,FIOCRUZ/ASTRAZENECA,2205,1493,712
Campina Do Simão,410395,PR,Sul,BUTANTAN/SINOVAC,1136,657,479
Campina Do Simão,410395,PR,Sul,PFIZER/BIONTECH,723,723,0
Campina Do Simão,410395,PR,Sul,JANSSEN,206,0,0
Campina Grande,250400,PB,Nordeste,FIOCRUZ/ASTRAZENECA,142874,98797,44077
Campina Grande,250400,PB,Nordeste,BUTANTAN/SINOVAC,116769,67752,49017
Campina Grande,250400,PB,Nordeste,PFIZER/BIONTECH,91254,75399,15855
Campina Grande,250400,PB,Nordeste,JANSSEN,6296,5829,2
Campina Grande Do Sul,410400,PR,Sul,FIOCRUZ/ASTRAZENECA,18365,13504,4861
Campina Grande Do Sul,410400,PR,Sul,BUTANTAN/SINOVAC,15192,8548,6644
Campina Grande Do Sul,410400,PR,Sul,PFIZER/BIONTECH,7641,7635,6
Campina Grande Do Sul,410400,PR,Sul,JANSSEN,1427,0,0
Campina Verde,311110,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8664,6644,2020
Campina Verde,311110,MG,Sudeste,BUTANTAN/SINOVAC,5671,3309,2362
Campina Verde,311110,MG,Sudeste,PFIZER/BIONTECH,2452,2452,0
Campina Verde,311110,MG,Sudeste,JANSSEN,314,0,0
Campinaçu,520465,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1748,1089,659
Campinaçu,520465,GO,Centro-Oeste,BUTANTAN/SINOVAC,989,604,385
Campinaçu,520465,GO,Centro-Oeste,PFIZER/BIONTECH,269,268,1
Campinaçu,520465,GO,Centro-Oeste,JANSSEN,25,0,0
Campinápolis,510260,MT,Centro-Oeste,BUTANTAN/SINOVAC,9106,4807,4299
Campinápolis,510260,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3833,2883,950
Campinápolis,510260,MT,Centro-Oeste,PFIZER/BIONTECH,1685,1290,395
Campinápolis,510260,MT,Centro-Oeste,JANSSEN,208,0,0
Campinas,350950,SP,Sudeste,FIOCRUZ/ASTRAZENECA,600174,380243,219931
Campinas,350950,SP,Sudeste,BUTANTAN/SINOVAC,536725,296785,239940
Campinas,350950,SP,Sudeste,PFIZER/BIONTECH,157904,156706,1198
Campinas,350950,SP,Sudeste,JANSSEN,29411,0,0
Campinas Do Piauí,220210,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3488,2531,957
Campinas Do Piauí,220210,PI,Nordeste,BUTANTAN/SINOVAC,981,542,439
Campinas Do Piauí,220210,PI,Nordeste,PFIZER/BIONTECH,491,491,0
Campinas Do Piauí,220210,PI,Nordeste,JANSSEN,98,0,0
Campinas Do Sul,430380,RS,Sul,FIOCRUZ/ASTRAZENECA,2934,1713,1221
Campinas Do Sul,430380,RS,Sul,BUTANTAN/SINOVAC,2342,1248,1094
Campinas Do Sul,430380,RS,Sul,PFIZER/BIONTECH,1096,1010,86
Campinas Do Sul,430380,RS,Sul,JANSSEN,120,0,0
Campinorte,520470,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,6325,4241,2084
Campinorte,520470,GO,Centro-Oeste,BUTANTAN/SINOVAC,2768,1521,1247
Campinorte,520470,GO,Centro-Oeste,PFIZER/BIONTECH,2373,2366,7
Campinorte,520470,GO,Centro-Oeste,JANSSEN,191,0,0
Campo Alegre,270140,AL,Nordeste,FIOCRUZ/ASTRAZENECA,15514,10574,4940
Campo Alegre,270140,AL,Nordeste,BUTANTAN/SINOVAC,8565,4755,3810
Campo Alegre,270140,AL,Nordeste,PFIZER/BIONTECH,5320,5256,64
Campo Alegre,270140,AL,Nordeste,JANSSEN,513,0,0
Campo Alegre,420330,SC,Sul,FIOCRUZ/ASTRAZENECA,5820,3734,2086
Campo Alegre,420330,SC,Sul,BUTANTAN/SINOVAC,3847,2115,1732
Campo Alegre,420330,SC,Sul,PFIZER/BIONTECH,2848,2848,0
Campo Alegre,420330,SC,Sul,JANSSEN,379,0,0
Campo Alegre De Goiás,520480,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3447,2237,1210
Campo Alegre De Goiás,520480,GO,Centro-Oeste,PFIZER/BIONTECH,1475,1474,1
Campo Alegre De Goiás,520480,GO,Centro-Oeste,BUTANTAN/SINOVAC,1443,800,643
Campo Alegre De Goiás,520480,GO,Centro-Oeste,JANSSEN,122,0,0
Campo Alegre De Lourdes,290590,BA,Nordeste,FIOCRUZ/ASTRAZENECA,9774,6812,2962
Campo Alegre De Lourdes,290590,BA,Nordeste,BUTANTAN/SINOVAC,7032,4004,3028
Campo Alegre De Lourdes,290590,BA,Nordeste,PFIZER/BIONTECH,3836,3827,9
Campo Alegre De Lourdes,290590,BA,Nordeste,JANSSEN,331,0,0
Campo Alegre Do Fidalgo,220211,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2343,1532,811
Campo Alegre Do Fidalgo,220211,PI,Nordeste,BUTANTAN/SINOVAC,1306,827,479
Campo Alegre Do Fidalgo,220211,PI,Nordeste,PFIZER/BIONTECH,870,862,8
Campo Alegre Do Fidalgo,220211,PI,Nordeste,JANSSEN,71,0,0
Campo Azul,311115,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1460,1043,417
Campo Azul,311115,MG,Sudeste,BUTANTAN/SINOVAC,1288,760,528
Campo Azul,311115,MG,Sudeste,PFIZER/BIONTECH,579,578,1
Campo Azul,311115,MG,Sudeste,JANSSEN,47,0,0
Campo Belo,311120,MG,Sudeste,FIOCRUZ/ASTRAZENECA,20398,15347,5051
Campo Belo,311120,MG,Sudeste,BUTANTAN/SINOVAC,16667,9250,7417
Campo Belo,311120,MG,Sudeste,PFIZER/BIONTECH,8306,8213,93
Campo Belo,311120,MG,Sudeste,JANSSEN,1000,0,0
Campo Belo Do Sul,420340,SC,Sul,FIOCRUZ/ASTRAZENECA,4234,2600,1634
Campo Belo Do Sul,420340,SC,Sul,BUTANTAN/SINOVAC,2142,1187,955
Campo Belo Do Sul,420340,SC,Sul,PFIZER/BIONTECH,1287,1286,1
Campo Belo Do Sul,420340,SC,Sul,JANSSEN,226,0,0
Campo Bom,430390,RS,Sul,FIOCRUZ/ASTRAZENECA,35873,21398,14475
Campo Bom,430390,RS,Sul,BUTANTAN/SINOVAC,17698,9697,8001
Campo Bom,430390,RS,Sul,PFIZER/BIONTECH,13816,12415,1401
Campo Bom,430390,RS,Sul,JANSSEN,1829,0,0
Campo Bonito,410405,PR,Sul,FIOCRUZ/ASTRAZENECA,1754,1238,516
Campo Bonito,410405,PR,Sul,BUTANTAN/SINOVAC,1456,753,703
Campo Bonito,410405,PR,Sul,PFIZER/BIONTECH,728,728,0
Campo Bonito,410405,PR,Sul,JANSSEN,60,0,0
Campo Do Brito,280100,SE,Nordeste,BUTANTAN/SINOVAC,5893,3632,2261
Campo Do Brito,280100,SE,Nordeste,FIOCRUZ/ASTRAZENECA,4739,3826,913
Campo Do Brito,280100,SE,Nordeste,PFIZER/BIONTECH,3694,3685,9
Campo Do Brito,280100,SE,Nordeste,JANSSEN,170,0,0
Campo Do Meio,311130,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5799,4881,918
Campo Do Meio,311130,MG,Sudeste,BUTANTAN/SINOVAC,3224,1870,1354
Campo Do Meio,311130,MG,Sudeste,PFIZER/BIONTECH,1807,1674,133
Campo Do Meio,311130,MG,Sudeste,JANSSEN,205,0,0
Campo Do Tenente,410410,PR,Sul,FIOCRUZ/ASTRAZENECA,3359,2357,1002
Campo Do Tenente,410410,PR,Sul,BUTANTAN/SINOVAC,1850,1120,730
Campo Do Tenente,410410,PR,Sul,PFIZER/BIONTECH,1416,1416,0
Campo Do Tenente,410410,PR,Sul,JANSSEN,165,0,0
Campo Erê,420350,SC,Sul,FIOCRUZ/ASTRAZENECA,5141,2996,2145
Campo Erê,420350,SC,Sul,BUTANTAN/SINOVAC,3005,1630,1375
Campo Erê,420350,SC,Sul,PFIZER/BIONTECH,1526,1523,3
Campo Erê,420350,SC,Sul,JANSSEN,261,0,0
Campo Florido,311140,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3275,2063,1212
Campo Florido,311140,MG,Sudeste,BUTANTAN/SINOVAC,2531,1425,1106
Campo Florido,311140,MG,Sudeste,PFIZER/BIONTECH,1849,1803,46
Campo Florido,311140,MG,Sudeste,JANSSEN,121,0,0
Campo Formoso,290600,BA,Nordeste,FIOCRUZ/ASTRAZENECA,23000,22637,363
Campo Formoso,290600,BA,Nordeste,BUTANTAN/SINOVAC,13784,8277,5507
Campo Formoso,290600,BA,Nordeste,PFIZER/BIONTECH,1663,1662,1
Campo Formoso,290600,BA,Nordeste,JANSSEN,1,0,0
Campo Grande,270150,AL,Nordeste,BUTANTAN/SINOVAC,3196,1903,1293
Campo Grande,270150,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2903,1897,1006
Campo Grande,270150,AL,Nordeste,PFIZER/BIONTECH,801,801,0
Campo Grande,270150,AL,Nordeste,JANSSEN,18,0,0
Campo Grande,500270,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,400322,209325,190997
Campo Grande,500270,MS,Centro-Oeste,BUTANTAN/SINOVAC,361294,204244,157050
Campo Grande,500270,MS,Centro-Oeste,PFIZER/BIONTECH,247077,202051,45026
Campo Grande,500270,MS,Centro-Oeste,JANSSEN,45573,45542,0
Campo Grande Do Piauí,220213,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2469,1689,780
Campo Grande Do Piauí,220213,PI,Nordeste,BUTANTAN/SINOVAC,1274,689,585
Campo Grande Do Piauí,220213,PI,Nordeste,PFIZER/BIONTECH,849,848,1
Campo Grande Do Piauí,220213,PI,Nordeste,JANSSEN,80,0,0
Campo Largo,410420,PR,Sul,FIOCRUZ/ASTRAZENECA,51178,35920,15258
Campo Largo,410420,PR,Sul,BUTANTAN/SINOVAC,36153,20948,15205
Campo Largo,410420,PR,Sul,PFIZER/BIONTECH,27093,24811,2282
Campo Largo,410420,PR,Sul,JANSSEN,3774,0,0
Campo Largo Do Piauí,220217,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3461,2545,916
Campo Largo Do Piauí,220217,PI,Nordeste,BUTANTAN/SINOVAC,1489,814,675
Campo Largo Do Piauí,220217,PI,Nordeste,PFIZER/BIONTECH,801,800,1
Campo Largo Do Piauí,220217,PI,Nordeste,JANSSEN,100,0,0
Campo Limpo De Goiás,520485,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3148,2448,700
Campo Limpo De Goiás,520485,GO,Centro-Oeste,BUTANTAN/SINOVAC,1581,841,740
Campo Limpo De Goiás,520485,GO,Centro-Oeste,PFIZER/BIONTECH,1362,1359,3
Campo Limpo De Goiás,520485,GO,Centro-Oeste,JANSSEN,130,0,0
Campo Limpo Paulista,350960,SP,Sudeste,FIOCRUZ/ASTRAZENECA,35760,25389,10371
Campo Limpo Paulista,350960,SP,Sudeste,BUTANTAN/SINOVAC,33055,17867,15188
Campo Limpo Paulista,350960,SP,Sudeste,PFIZER/BIONTECH,13124,13083,41
Campo Limpo Paulista,350960,SP,Sudeste,JANSSEN,2228,0,0
Campo Magro,410425,PR,Sul,FIOCRUZ/ASTRAZENECA,11719,8097,3622
Campo Magro,410425,PR,Sul,BUTANTAN/SINOVAC,7227,4104,3123
Campo Magro,410425,PR,Sul,PFIZER/BIONTECH,6069,6036,33
Campo Magro,410425,PR,Sul,JANSSEN,582,0,0
Campo Maior,220220,PI,Nordeste,FIOCRUZ/ASTRAZENECA,20150,14420,5730
Campo Maior,220220,PI,Nordeste,BUTANTAN/SINOVAC,12203,6769,5434
Campo Maior,220220,PI,Nordeste,PFIZER/BIONTECH,4965,4962,3
Campo Maior,220220,PI,Nordeste,JANSSEN,795,0,0
Campo Mourão,410430,PR,Sul,FIOCRUZ/ASTRAZENECA,42058,27526,14532
Campo Mourão,410430,PR,Sul,BUTANTAN/SINOVAC,29473,16534,12939
Campo Mourão,410430,PR,Sul,PFIZER/BIONTECH,18755,17876,879
Campo Mourão,410430,PR,Sul,JANSSEN,2939,0,0
Campo Novo,430400,RS,Sul,FIOCRUZ/ASTRAZENECA,2600,1964,636
Campo Novo,430400,RS,Sul,BUTANTAN/SINOVAC,1621,886,735
Campo Novo,430400,RS,Sul,PFIZER/BIONTECH,651,604,47
Campo Novo,430400,RS,Sul,JANSSEN,100,0,0
Campo Novo De Rondônia,110070,RO,Norte,FIOCRUZ/ASTRAZENECA,3661,3032,629
Campo Novo De Rondônia,110070,RO,Norte,BUTANTAN/SINOVAC,2454,1363,1091
Campo Novo De Rondônia,110070,RO,Norte,PFIZER/BIONTECH,1356,1350,6
Campo Novo De Rondônia,110070,RO,Norte,JANSSEN,257,0,0
Campo Novo Do Parecis,510263,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,10033,6679,3354
Campo Novo Do Parecis,510263,MT,Centro-Oeste,PFIZER/BIONTECH,8833,8786,47
Campo Novo Do Parecis,510263,MT,Centro-Oeste,BUTANTAN/SINOVAC,6661,3935,2726
Campo Novo Do Parecis,510263,MT,Centro-Oeste,JANSSEN,712,0,0
Campo Redondo,240210,RN,Nordeste,BUTANTAN/SINOVAC,1091,548,543
Campo Redondo,240210,RN,Nordeste,FIOCRUZ/ASTRAZENECA,514,297,217
Campo Redondo,240210,RN,Nordeste,PFIZER/BIONTECH,24,24,0
Campo Verde,510267,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,19059,14581,4478
Campo Verde,510267,MT,Centro-Oeste,BUTANTAN/SINOVAC,10191,6481,3710
Campo Verde,510267,MT,Centro-Oeste,PFIZER/BIONTECH,7373,7311,62
Campo Verde,510267,MT,Centro-Oeste,JANSSEN,1117,0,0
Campos Altos,311150,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3615,3034,581
Campos Altos,311150,MG,Sudeste,BUTANTAN/SINOVAC,2479,1278,1201
Campos Altos,311150,MG,Sudeste,PFIZER/BIONTECH,629,629,0
Campos Altos,311150,MG,Sudeste,JANSSEN,236,0,0
Campos Belos,520490,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,9609,6055,3554
Campos Belos,520490,GO,Centro-Oeste,BUTANTAN/SINOVAC,3897,2734,1163
Campos Belos,520490,GO,Centro-Oeste,PFIZER/BIONTECH,3054,3050,4
Campos Belos,520490,GO,Centro-Oeste,JANSSEN,139,0,0
